"Expedition","Sample name","Program","Ship","Station","Cast number","Latitude (decimals)","Longitude (decimals)","Bottom depth (m)","Sampling date (UTC)","Gear","Sampling depth (m) from/Distance from core bottom (cm)","Sampling depth (m) to /Distance from core bottom (cm) to","Animal group","Sample type","Responsible","Comment","Floe","Location","Ice core type","Ice core number","Distance from core bottom (cm) from","Distance from core bottom (cm) to","Ice thickness (cm)","Snow thickness (cm)","Freeboard (cm)","Total melted volume (ml)","Salinity","Filtered volume (ml)","Dilution factor"
"N-ICE2015","POC-296","N-ICE","R/V Lance","Refrozen lead transect 5",,81.4259,9.3381,1776.3,16/05/2015 13:00,"Ice corer 9 cm",0,25,"Sea ice","POC/PON","Philipp Assmy","Two cores pooled (25 and 25 cm)","Floe 3",,,"Site5",,,25,5.5,0,2670,7.1,250,
"N-ICE2015","POC-297","N-ICE","R/V Lance","NO-STATION",,81.4259,9.3381,1776.3,16/05/2015 13:00,"NO-GEAR",0,,"MilliQ","POC/PON","Philipp Assmy","MilliQ","Floe 3",,,,,,,,,,,1000,
"N-ICE2015","POC-298","N-ICE","R/V Lance","Ship CTD-035",35,81.2819,9.6665,1473,18/05/2015 07:11,"Ship CTD",100,,"Water","POC/PON","Philipp Assmy",,"Floe 3",,,,,,,,,,,1000,
"N-ICE2015","IAT-149","N-ICE","R/V Lance","Dive tent incubation hole thin ice",,81.3988,8.8826,1153,15/05/2015 14:30,"Bottle",0,,"Ice algae","Ice algae taxonomy","Philipp Assmy","24 h PDMPO under-ice water incubation; retrieval 16.05.2015 16:40","Floe 3",,,,,,,,,,,,
"N-ICE2015","IAT-150","N-ICE","R/V Lance","Dive tent incubation hole thin ice",,81.3988,8.8826,1153,15/05/2015 14:30,"Bottle",0,,"Ice algae","Ice algae taxonomy","Philipp Assmy","24 h PDMPO under-ice water incubation; retrieval 16.05.2015 16:40","Floe 3",,,,,,,,,,,,
"N-ICE2015","IAT-151","N-ICE","R/V Lance","Dive tent incubation hole thin ice",,81.3988,8.8826,1153,15/05/2015 14:30,"Bottle",0,,"Ice algae","Ice algae taxonomy","Philipp Assmy","24 h PDMPO under-ice water incubation; retrieval 16.05.2015 16:40","Floe 3",,,,,,,,,,,,
"N-ICE2015","IAT-152","N-ICE","R/V Lance","Dive tent incubation hole thin ice",,81.3988,8.8826,1153,15/05/2015 14:30,"Slurp gun",0,,"Ice algae","Ice algae taxonomy","Philipp Assmy","24 h PDMPO ice algae incubation; retrieval 16.05.2015 16:40","Floe 3",,,,,,,,,,,,
"N-ICE2015","IAT-153","N-ICE","R/V Lance","Dive tent incubation hole thin ice",,81.3988,8.8826,1153,15/05/2015 14:30,"Slurp gun",0,,"Ice algae","Ice algae taxonomy","Philipp Assmy","24 h PDMPO ice algae incubation; retrieval 16.05.2015 16:40","Floe 3",,,,,,,,,,,,
"N-ICE2015","IAT-154","N-ICE","R/V Lance","Dive tent incubation hole thin ice",,81.3988,8.8826,1153,15/05/2015 14:30,"Slurp gun",0,,"Ice algae","Ice algae taxonomy","Philipp Assmy","24 h PDMPO ice algae incubation; retrieval 16.05.2015 16:40","Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-569","N-ICE","R/V Lance","Refrozen lead thin",,81.3987,8.8853,1154,15/05/2015 14:45,"Slurp gun",0,,"Ice-water interface","DIC/AT","Agneta Fransson","Slurp gun sample collected by divers underneath thin ice for in-situ incubation 3 (pennate diatoms; same DIC/AT sample for in-situ incubation 4)","Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-570","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",175,,"Water","DIC/AT","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","PHT-151","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",25,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","PHT-152","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",15,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","IAT-155","N-ICE","R/V Lance","Dive tent incubation hole thick ice",,81.3945,8.9033,"1776.3",15/05/2015 17:00,"Bottle",0,,"Ice algae","Ice algae taxonomy","Philipp Assmy","24 h PDMPO under-ice water incubation; retrieval 16.05.2015 16:00","Floe 3",,,,,,,,,,,,
"N-ICE2015","IAT-156","N-ICE","R/V Lance","Dive tent incubation hole thick ice",,81.3945,8.9033,"1776.3",15/05/2015 17:00,"Bottle",0,,"Ice algae","Ice algae taxonomy","Philipp Assmy","24 h PDMPO under-ice water incubation; retrieval 16.05.2015 16:00","Floe 3",,,,,,,,,,,,
"N-ICE2015","IAT-157","N-ICE","R/V Lance","Dive tent incubation hole thick ice",,81.3945,8.9033,"1776.3",15/05/2015 17:00,"Bottle",0,,"Ice algae","Ice algae taxonomy","Philipp Assmy","24 h PDMPO under-ice water incubation; retrieval 16.05.2015 16:00","Floe 3",,,,,,,,,,,,
"N-ICE2015","IAT-158","N-ICE","R/V Lance","Dive tent incubation hole thick ice",,81.3945,8.9033,"1776.3",15/05/2015 17:00,"Slurp gun",0,,"Ice algae","Ice algae taxonomy","Philipp Assmy","24 h PDMPO ice algae incubation; retrieval 16.05.2015 16:00","Floe 3",,,,,,,,,,,,
"N-ICE2015","IAT-159","N-ICE","R/V Lance","Dive tent incubation hole thick ice",,81.3945,8.9033,"1776.3",15/05/2015 17:00,"Slurp gun",0,,"Ice algae","Ice algae taxonomy","Philipp Assmy","24 h PDMPO ice algae incubation; retrieval 16.05.2015 16:00","Floe 3",,,,,,,,,,,,
"N-ICE2015","IAT-160","N-ICE","R/V Lance","Dive tent incubation hole thick ice",,81.3945,8.9033,"1776.3",15/05/2015 17:00,"Slurp gun",0,,"Ice algae","Ice algae taxonomy","Philipp Assmy","24 h PDMPO ice algae incubation; retrieval 16.05.2015 16:00","Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-368","N-ICE","R/V Lance","On-ice CTD-061",61,81.4235,9.1490,1205,16/05/2015 07:44,"On-ice CTD",400,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-369","N-ICE","R/V Lance","On-ice CTD-061",61,81.4235,9.1490,1205,16/05/2015 07:44,"On-ice CTD",300,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-370","N-ICE","R/V Lance","On-ice CTD-061",61,81.4235,9.1490,1205,16/05/2015 07:44,"On-ice CTD",245,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-371","N-ICE","R/V Lance","On-ice CTD-061",61,81.4235,9.1490,1205,16/05/2015 07:44,"On-ice CTD",200,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-372","N-ICE","R/V Lance","On-ice CTD-061",61,81.4235,9.1490,1205,16/05/2015 07:44,"On-ice CTD",150,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-373","N-ICE","R/V Lance","On-ice CTD-061",61,81.4235,9.1490,1205,16/05/2015 07:44,"On-ice CTD",100,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-532","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",175,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-533","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",50,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-534","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",25,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-535","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",15,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-536","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",5,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-537","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",2,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-571","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",50,,"Water","DIC/AT","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-572","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",25,,"Water","DIC/AT","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-573","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",15,,"Water","DIC/AT","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-574","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",5,,"Water","DIC/AT","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-575","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",2,,"Water","DIC/AT","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-576","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",40,60,"Sea ice","DIC/AT","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
"N-ICE2015","DOX-097","N-ICE","R/V Lance","Ship CTD-018",18,80.5371,13.8386,450,12/04/2015 13:15,"Ship CTD",150,,"Water","Dissolved oxygen","Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","DOX-096","N-ICE","R/V Lance","Ship CTD-018",18,80.5371,13.8386,450,12/04/2015 13:15,"Ship CTD",201,,"Water","Dissolved oxygen","Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","DOX-095","N-ICE","R/V Lance","Ship CTD-018",18,80.5371,13.8386,450,12/04/2015 13:15,"Ship CTD",301,,"Water","Dissolved oxygen","Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","DOX-094","N-ICE","R/V Lance","Ship CTD-018",18,80.5371,13.8386,450,12/04/2015 13:15,"Ship CTD",399,,"Water","Dissolved oxygen","Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","DOX-093","N-ICE","R/V Lance","Ship CTD-017",17,80.5100,13.6100,196,12/04/2015 08:45,"Ship CTD",5,,"Water","Dissolved oxygen","Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","GAS-534","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",175,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-535","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",50,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-536","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",25,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-537","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",15,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-538","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",5,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-539","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",2,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","NUT-623","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",175,,"Water","Nutrients","Paul Dodd; Phillip Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","NUT-624","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",50,,"Water","Nutrients","Paul Dodd; Phillip Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","NUT-625","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",25,,"Water","Nutrients","Paul Dodd; Phillip Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","NUT-626","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",15,,"Water","Nutrients","Paul Dodd; Phillip Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","NUT-627","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",5,,"Water","Nutrients","Paul Dodd; Phillip Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","NUT-628","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",2,,"Water","Nutrients","Paul Dodd; Phillip Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","On-ice CTD-061","N-ICE","R/V Lance","On-ice CTD-061",61,81.4235,9.1490,1205,16/05/2015 07:44,"On-ice CTD",400,,"Water","CTD","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-708","N-ICE","R/V Lance","On-ice CTD-061",61,81.4235,9.1490,1205,16/05/2015 07:44,"On-ice CTD",400,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-709","N-ICE","R/V Lance","On-ice CTD-061",61,81.4235,9.1490,1205,16/05/2015 07:44,"On-ice CTD",300,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-710","N-ICE","R/V Lance","On-ice CTD-061",61,81.4235,9.1490,1205,16/05/2015 07:44,"On-ice CTD",245,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-711","N-ICE","R/V Lance","On-ice CTD-061",61,81.4235,9.1490,1205,16/05/2015 07:44,"On-ice CTD",200,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-712","N-ICE","R/V Lance","On-ice CTD-061",61,81.4235,9.1490,1205,16/05/2015 07:44,"On-ice CTD",150,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-713","N-ICE","R/V Lance","On-ice CTD-061",61,81.4235,9.1490,1205,16/05/2015 07:44,"On-ice CTD",100,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-623","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",175,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-624","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",50,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-625","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",25,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-626","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",15,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-627","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",5,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-628","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",2,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","ZOT-045","N-ICE","R/V Lance","Multinet-05",,80.6033,12.5183,1043,13/04/2015 08:00,"Multinet 200 μm",600,100,"Zooplankton","Zooplankton taxonomy","Anette Wold","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","ZOT-046","N-ICE","R/V Lance","Multinet-05",,80.6033,12.5183,1043,13/04/2015 08:00,"Multinet 200 μm",100,50,"Zooplankton","Zooplankton taxonomy","Anette Wold","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","AMM-374","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",175,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-375","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",50,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-376","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",25,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-377","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",15,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-378","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",5,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-379","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",2,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-538","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",0,20,"Sea ice","Barium","Paul Dodd","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
"N-ICE2015","BAR-539","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",20,40,"Sea ice","Barium","Paul Dodd","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
"N-ICE2015","BAR-540","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",40,60,"Sea ice","Barium","Paul Dodd","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
"N-ICE2015","BAR-541","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",60,80,"Sea ice","Barium","Paul Dodd","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
"N-ICE2015","BAR-542","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",80,100,"Sea ice","Barium","Paul Dodd","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
"N-ICE2015","BAR-543","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",100,127,"Sea ice","Barium","Paul Dodd","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
"N-ICE2015","CDO-359","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",50,,"Water","CDOM","Mats Granskog",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","CDO-360","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",25,,"Water","CDOM","Mats Granskog",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","CDO-361","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",15,,"Water","CDOM","Mats Granskog",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","CDO-362","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",5,,"Water","CDOM","Mats Granskog",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","CDO-363","N-ICE","R/V Lance","On-ice CTD-062",62,81.4252,9.2989,1235,16/05/2015 12:05,"On-ice CTD",2,,"Water","CDOM","Mats Granskog",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","CDO-364","N-ICE","R/V Lance","Refrozen lead transect 1",,81.4259,9.3381,"1776.3",16/05/2015 13:00,"Ice corer 9 cm",0,22,"Sea ice","CDOM","Mats Granskog","Two cores pooled (22,5 and 21,7 cm)","Floe 3",,,"Site1",,,22.1,4.5,0,2355,7.5,,
"N-ICE2015","DIC-577","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",60,80,"Sea ice","DIC/AT","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
"N-ICE2015","DIC-578","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",0,20,"Sea ice","DIC/AT","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
"N-ICE2015","DIC-579","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",20,40,"Sea ice","DIC/AT","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
"N-ICE2015","DIC-580","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",80,100,"Sea ice","DIC/AT","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
"N-ICE2015","DIC-581","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",100,127,"Sea ice","DIC/AT","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
"N-ICE2015","DIC-583","N-ICE","R/V Lance","Dive tent incubation hole thin ice",,81.3920,8.8075,1127,15/05/2015 14:30,"Slurp gun",0,,"Ice-water interface","DIC/AT","Agneta Fransson","Ice algae collected with slurp gun underneath thin ice for PI9","Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-092","N-ICE","R/V Lance","Ship CTD-017",17,80.5100,13.6100,196,12/04/2015 08:45,"Ship CTD",16,,"Water","Dissolved oxygen","Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","DOX-091","N-ICE","R/V Lance","Ship CTD-017",17,80.5100,13.6100,196,12/04/2015 08:45,"Ship CTD",27,,"Water","Dissolved oxygen","Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","DOX-090","N-ICE","R/V Lance","Ship CTD-017",17,80.5100,13.6100,196,12/04/2015 08:45,"Ship CTD",51,,"Water","Dissolved oxygen","Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","DOX-089","N-ICE","R/V Lance","Ship CTD-017",17,80.5100,13.6100,196,12/04/2015 08:45,"Ship CTD",100,,"Water","Dissolved oxygen","Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","DOX-088","N-ICE","R/V Lance","Ship CTD-017",17,80.5100,13.6100,196,12/04/2015 08:45,"Ship CTD",150,,"Water","Dissolved oxygen","Pedro Duarte","Across shelf transect",,,,,,,,,,,,,
"N-ICE2015","GAS-540","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",40,60,"Sea ice","N2O/CH4/CO2","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
"N-ICE2015","GAS-541","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",60,80,"Sea ice","N2O/CH4/CO2","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
"N-ICE2015","GAS-542","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",0,20,"Sea ice","N2O/CH4/CO2","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
"N-ICE2015","GAS-543","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",20,40,"Sea ice","N2O/CH4/CO2","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
"N-ICE2015","GAS-544","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",80,100,"Sea ice","N2O/CH4/CO2","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
"N-ICE2015","GAS-545","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",100,127,"Sea ice","N2O/CH4/CO2","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
"N-ICE2015","NUT-629","N-ICE","R/V Lance","Main Coring Site",,81.3706,9.0098,1199,13/05/2015 15:30,"Ice corer 14 cm",0,20,"Sea ice","Nutrients","Paul Dodd; Phillip Assmy","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,54,,,127,,3.5,,,,
