"Expedition","Sample name","Program","Ship","Station","Cast number","Latitude (decimals)","Longitude (decimals)","Bottom depth (m)","Sampling date (UTC)","Gear","Sampling depth (m) from/Distance from core bottom (cm)","Sampling depth (m) to /Distance from core bottom (cm) to","Animal group","Sample type","Responsible","Comment","Floe","Location","Ice core type","Ice core number","Distance from core bottom (cm) from","Distance from core bottom (cm) to","Ice thickness (m)","Snow thickness (cm)","Freeboard (cm)","Total melted volume (ml)","Salinity","Filtered volume (ml)"
"N-ICE15","NUT-888","N-ICE","R/V Lance","Ship CTD-045",45,80.7059,13.8377,526,06/06/2015 11:02,"Ship CTD",2,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","PAB-475","N-ICE","R/V Lance"," Site 2",,80.6292,10.7673,872.6,13/06/2015 12:30,"Ice corer 14 cm",0,10,"Sea ice algae","Particulate absorption","Mats Granskog",,"Floe 4",,,"Bio",,,118,28,,2645,4.7,250
"N-ICE15","PAB-476","N-ICE","R/V Lance"," Site 2",,80.6292,10.7673,872.6,13/06/2015 12:30,"Ice corer 14 cm",10,20,"Sea ice algae","Particulate absorption","Mats Granskog",,"Floe 4",,,"Bio",,,118,28,,2865,4.5,250
"N-ICE15","PAB-477","N-ICE","R/V Lance"," Site 2",,80.6292,10.7673,872.6,13/06/2015 12:30,"Ice corer 14 cm",20,40,"Sea ice algae","Particulate absorption","Mats Granskog",,"Floe 4",,,"Bio",,,118,28,,5550,5,500
"N-ICE15","PAB-478","N-ICE","R/V Lance"," Site 2",,80.6292,10.7673,872.6,13/06/2015 12:30,"Ice corer 14 cm",40,60,"Sea ice algae","Particulate absorption","Mats Granskog",,"Floe 4",,,"Bio",,,118,28,,5570,5.2,500
"N-ICE15","PAB-479","N-ICE","R/V Lance"," Site 2",,80.6292,10.7673,872.6,13/06/2015 12:30,"Ice corer 14 cm",60,80,"Sea ice algae","Particulate absorption","Mats Granskog",,"Floe 4",,,"Bio",,,118,28,,4960,6.7,500
"N-ICE15","PAB-480","N-ICE","R/V Lance"," Site 2",,80.6292,10.7673,872.6,13/06/2015 12:30,"Ice corer 14 cm",80,100,"Sea ice algae","Particulate absorption","Mats Granskog",,"Floe 4",,,"Bio",,,118,28,,5580,4.3,500
"N-ICE15","PAB-481","N-ICE","R/V Lance"," Site 2",,80.6292,10.7673,872.6,13/06/2015 12:30,"Ice corer 14 cm",100,118,"Sea ice algae","Particulate absorption","Mats Granskog",,"Floe 4",,,"Bio",,,118,28,,3440,5.5,500
"N-ICE15","POC-564","N-ICE","R/V Lance","Nutrient experiment 4",,81.0960,14.8782,956.4,13/06/2015 10:30,"On-ice CTD",,,"Phytoplankton","POC/PON","Philipp Assmy","Silicate a after 4 days","Floe 4",,,,,,,,,,,300
"N-ICE15","POC-565","N-ICE","R/V Lance","Nutrient experiment 4",,81.0960,14.8782,956.4,13/06/2015 10:30,"On-ice CTD",,,"Phytoplankton","POC/PON","Philipp Assmy","Silicate b after 4 days","Floe 4",,,,,,,,,,,300
"N-ICE15","POC-566","N-ICE","R/V Lance","Nutrient experiment 4",,81.0960,14.8782,956.4,13/06/2015 10:30,"On-ice CTD",,,"Phytoplankton","POC/PON","Philipp Assmy","Nitrate and silicate a after 4 days","Floe 4",,,,,,,,,,,300
"N-ICE15","POC-567","N-ICE","R/V Lance","Nutrient experiment 4",,81.0960,14.8782,956.4,13/06/2015 10:30,"On-ice CTD",,,"Phytoplankton","POC/PON","Philipp Assmy","Nitrate and silicate b after 4 days","Floe 4",,,,,,,,,,,300
"N-ICE15","POC-568","N-ICE","R/V Lance","Algal vein 1",,80.6145,10.6245,864.1,13/06/2015 13:00,"Bucket",,,"Infiltration layer","POC/PON","Philipp Assmy","exposure site at T=0; also material for snow depth experiment bottles","Floe 4",,,"Grab6",,,,60,,,17.7,15
"N-ICE15","POC-569","N-ICE","R/V Lance"," Site 2",,80.6292,10.7673,872.6,13/06/2015 12:30,"Ice corer 14 cm",0,10,"Sea ice algae","POC/PON","Philipp Assmy",,"Floe 4",,,"Bio",,,118,28,,2645,4.7,250
"N-ICE15","POC-570","N-ICE","R/V Lance"," Site 2",,80.6292,10.7673,872.6,13/06/2015 12:30,"Ice corer 14 cm",10,20,"Sea ice algae","POC/PON","Philipp Assmy",,"Floe 4",,,"Bio",,,118,28,,2865,4.5,250
"N-ICE15","AMM-526","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",900,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-527","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",700,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-528","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",400,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-529","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",200,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-530","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",100,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-531","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",75,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-532","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",50,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-533","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",25,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-534","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",15,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-535","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",5,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","BSI-255","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",100,,"Phytoplankton","Biogenic silica","Philipp Assmy",,"Floe 4",,,,,,,,,,,400
"N-ICE15","BSI-256","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",50,,"Phytoplankton","Biogenic silica","Philipp Assmy",,"Floe 4",,,,,,,,,,,400
"N-ICE15","BSI-257","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",25,,"Phytoplankton","Biogenic silica","Philipp Assmy",,"Floe 4",,,,,,,,,,,400
"N-ICE15","BSI-258","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",15,,"Phytoplankton","Biogenic silica","Philipp Assmy",,"Floe 4",,,,,,,,,,,200
"N-ICE15","BSI-259","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",5,,"Phytoplankton","Biogenic silica","Philipp Assmy",,"Floe 4",,,,,,,,,,,300
"N-ICE15","CDO-705","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",100,,"Water","CDOM","Mats Granskog",,"Floe 4",,,,,,,,,,,
"N-ICE15","CDO-706","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",75,,"Water","CDOM","Mats Granskog",,"Floe 4",,,,,,,,,,,
"N-ICE15","CDO-707","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",50,,"Water","CDOM","Mats Granskog",,"Floe 4",,,,,,,,,,,
"N-ICE15","CDO-708","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",25,,"Water","CDOM","Mats Granskog",,"Floe 4",,,,,,,,,,,
"N-ICE15","CDO-709","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",15,,"Water","CDOM","Mats Granskog",,"Floe 4",,,,,,,,,,,
"N-ICE15","CDO-710","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",5,,"Water","CDOM","Mats Granskog",,"Floe 4",,,,,,,,,,,
"N-ICE15","CHL-894","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",100,,"Phytoplankton","Pigments","Philipp Assmy",,"Floe 4",,,,,,,,,,,400
"N-ICE15","CHL-895","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",50,,"Phytoplankton","Pigments","Philipp Assmy",,"Floe 4",,,,,,,,,,,400
"N-ICE15","CHL-896","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",25,,"Phytoplankton","Pigments","Philipp Assmy",,"Floe 4",,,,,,,,,,,400
"N-ICE15","CHL-897","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",15,,"Phytoplankton","Pigments","Philipp Assmy",,"Floe 4",,,,,,,,,,,200
"N-ICE15","CHL-898","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",5,,"Phytoplankton","Pigments","Philipp Assmy",,"Floe 4",,,,,,,,,,,300
"N-ICE15","DIC-756","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",700,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-757","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",400,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-758","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",200,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-759","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",100,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-760","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",75,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-761","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",50,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-762","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",25,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-763","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",15,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-764","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",5,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-765","N-ICE","R/V Lance"," Site 3",,80.5465,8.5733,953.7,15/06/2015 12:00,"Ice corer 9 cm",0,50,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,96,"9 to 14",,,,
"N-ICE15","DOC-357","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",100,,"Water","DOC/TDN","Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","DOC-358","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",50,,"Water","DOC/TDN","Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","DOC-359","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",25,,"Water","DOC/TDN","Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","DOC-360","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",15,,"Water","DOC/TDN","Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","DOC-361","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",5,,"Water","DOC/TDN","Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","FCM-530","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",100,,"Bacteria","Flow cytometry","Aud Larsen, UiB; Lasse Mork Olsen",,"Floe 4",,,,,,,,,,,
"N-ICE15","FCM-531","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",50,,"Bacteria","Flow cytometry","Aud Larsen, UiB; Lasse Mork Olsen",,"Floe 4",,,,,,,,,,,
"N-ICE15","FCM-532","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",25,,"Bacteria","Flow cytometry","Aud Larsen, UiB; Lasse Mork Olsen",,"Floe 4",,,,,,,,,,,
"N-ICE15","FCM-533","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",15,,"Bacteria","Flow cytometry","Aud Larsen, UiB; Lasse Mork Olsen",,"Floe 4",,,,,,,,,,,
"N-ICE15","FCM-534","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",5,,"Bacteria","Flow cytometry","Aud Larsen, UiB; Lasse Mork Olsen",,"Floe 4",,,,,,,,,,,
"N-ICE15","HPL-446","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",100,,"Phytoplankton","HPLC pigments","Philipp Assmy",,"Floe 4",,,,,,,,,,,400
"N-ICE15","HPL-447","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",50,,"Phytoplankton","HPLC pigments","Philipp Assmy",,"Floe 4",,,,,,,,,,,400
"N-ICE15","HPL-448","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",25,,"Phytoplankton","HPLC pigments","Philipp Assmy",,"Floe 4",,,,,,,,,,,400
"N-ICE15","HPL-449","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",15,,"Phytoplankton","HPLC pigments","Philipp Assmy",,"Floe 4",,,,,,,,,,,200
"N-ICE15","HPL-450","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",5,,"Phytoplankton","HPLC pigments","Philipp Assmy",,"Floe 4",,,,,,,,,,,300
"N-ICE15","MAA-247","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",100,,"Phytoplankton","Mycosporine-like aminoacids","Philipp Assmy",,"Floe 4",,,,,,,,,,,400
"N-ICE15","MAA-248","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",50,,"Phytoplankton","Mycosporine-like aminoacids","Philipp Assmy",,"Floe 4",,,,,,,,,,,400
"N-ICE15","MAA-249","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",25,,"Phytoplankton","Mycosporine-like aminoacids","Philipp Assmy",,"Floe 4",,,,,,,,,,,400
"N-ICE15","MAA-250","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",15,,"Phytoplankton","Mycosporine-like aminoacids","Philipp Assmy",,"Floe 4",,,,,,,,,,,200
"N-ICE15","MAA-251","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",5,,"Phytoplankton","Mycosporine-like aminoacids","Philipp Assmy",,"Floe 4",,,,,,,,,,,300
"N-ICE15","MET-659","N-ICE","R/V Lance","Ship CTD-046",46,80.8085,12.3740,1593,12/06/2015 07:15,"Ship CTD",2,,"Water","Methane","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","MET-660","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",900,,"Water","Methane","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","MET-661","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",700,,"Water","Methane","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","MET-662","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",400,,"Water","Methane","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","MET-663","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",200,,"Water","Methane","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","MET-664","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",100,,"Water","Methane","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","MET-665","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",75,,"Water","Methane","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","MET-666","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",50,,"Water","Methane","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","MET-667","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",25,,"Water","Methane","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","MET-668","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",15,,"Water","Methane","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-889","N-ICE","R/V Lance","On-ice CTD-082",82,81.0999,14.7863,2054,08/06/2015 09:46,"On-ice CTD",990,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-890","N-ICE","R/V Lance","On-ice CTD-082",82,81.0999,14.7863,2054,08/06/2015 09:46,"On-ice CTD",700,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-891","N-ICE","R/V Lance","On-ice CTD-082",82,81.0999,14.7863,2054,08/06/2015 09:46,"On-ice CTD",400,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-892","N-ICE","R/V Lance","On-ice CTD-082",82,81.0999,14.7863,2054,08/06/2015 09:46,"On-ice CTD",100,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-893","N-ICE","R/V Lance","On-ice CTD-080",80,81.0987,14.7563,2045.3,08/06/2015 08:35,"On-ice CTD",100,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-894","N-ICE","R/V Lance","On-ice CTD-080",80,81.0987,14.7563,2045.3,08/06/2015 08:35,"On-ice CTD",50,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-895","N-ICE","R/V Lance","On-ice CTD-080",80,81.0987,14.7563,2045.3,08/06/2015 08:35,"On-ice CTD",25,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-896","N-ICE","R/V Lance","On-ice CTD-081",81,81.0997,14.7759,2049.6,08/06/2015 09:14,"On-ice CTD",5,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-900","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",400,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-901","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",300,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-902","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",250,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","OXI-893","N-ICE","R/V Lance","Ship CTD-044",44,79.9071,2.0990,2087,05/06/2015 19:30,"Ship CTD",400,,"Water","δ18 Oxygen","Paul Dodd","Transect between Floe 3 and Floe 4","Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","OXI-894","N-ICE","R/V Lance","Ship CTD-044",44,79.9071,2.0990,2087,05/06/2015 19:30,"Ship CTD",100,,"Water","δ18 Oxygen","Paul Dodd","Transect between Floe 3 and Floe 4","Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","OXI-895","N-ICE","R/V Lance","Ship CTD-044",44,79.9071,2.0990,2087,05/06/2015 19:30,"Ship CTD",75,,"Water","δ18 Oxygen","Paul Dodd","Transect between Floe 3 and Floe 4","Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","OXI-896","N-ICE","R/V Lance","Ship CTD-044",44,79.9071,2.0990,2087,05/06/2015 19:30,"Ship CTD",50,,"Water","δ18 Oxygen","Paul Dodd","Transect between Floe 3 and Floe 4","Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","OXI-897","N-ICE","R/V Lance","Ship CTD-044",44,79.9071,2.0990,2087,05/06/2015 19:30,"Ship CTD",25,,"Water","δ18 Oxygen","Paul Dodd","Transect between Floe 3 and Floe 4","Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","OXI-898","N-ICE","R/V Lance","Ship CTD-044",44,79.9071,2.0990,2087,05/06/2015 19:30,"Ship CTD",14,,"Water","δ18 Oxygen","Paul Dodd","Transect between Floe 3 and Floe 4","Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","OXI-899","N-ICE","R/V Lance","Ship CTD-044",44,79.9071,2.0990,2087,05/06/2015 19:30,"Ship CTD",5,,"Water","δ18 Oxygen","Paul Dodd","Transect between Floe 3 and Floe 4","Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","OXI-900","N-ICE","R/V Lance","Ship CTD-044",44,79.9071,2.0990,2087,05/06/2015 19:30,"Ship CTD",2,,"Water","δ18 Oxygen","Paul Dodd","Transect between Floe 3 and Floe 4","Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","OXI-901","N-ICE","R/V Lance","Ship CTD-045",45,80.7059,13.8377,526,06/06/2015 11:02,"Ship CTD",503,,"Water","δ18 Oxygen","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","OXI-902","N-ICE","R/V Lance","Ship CTD-045",45,80.7059,13.8377,526,06/06/2015 11:02,"Ship CTD",400,,"Water","δ18 Oxygen","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","PAB-482","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",100,,"Phytoplankton","Particulate absorption","Mats Granskog",,"Floe 4",,,,,,,,,,,400
"N-ICE15","PAB-483","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",50,,"Phytoplankton","Particulate absorption","Mats Granskog",,"Floe 4",,,,,,,,,,,400
"N-ICE15","PAB-484","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",25,,"Phytoplankton","Particulate absorption","Mats Granskog",,"Floe 4",,,,,,,,,,,400
"N-ICE15","PAB-485","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",15,,"Phytoplankton","Particulate absorption","Mats Granskog",,"Floe 4",,,,,,,,,,,200
"N-ICE15","PAB-486","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",5,,"Phytoplankton","Particulate absorption","Mats Granskog",,"Floe 4",,,,,,,,,,,300
"N-ICE15","PHT-272","N-ICE","R/V Lance","Nutrient experiment 4",,81.0960,14.8782,956.4,13/06/2015 10:30,"On-ice CTD",,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy","Nitrate and silicate after 4 days","Floe 4",,,,,,,,,,,
"N-ICE15","PHT-273","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",100,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","PHT-274","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",50,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","PHT-275","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",25,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","PHT-276","N-ICE","R/V Lance","Ship CTD-047",47,80.5346,9.5957,917,14/06/2015 09:46,"Ship CTD",15,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","POC-571","N-ICE","R/V Lance"," Site 2",,80.6292,10.7673,872.6,13/06/2015 12:30,"Ice corer 14 cm",20,40,"Sea ice algae","POC/PON","Philipp Assmy",,"Floe 4",,,"Bio",,,118,28,,5550,5,500
