"Expedition ","Sample name","Program","Ship","Station","Cast number","Latitude (decimals)","Longitude (decimals)","Bottom depth (m)","Sampling date (UTC)","Gear","Sampling depth (m) from/Distance from core bottom (cm) from","Sampling depth (m) to /Distance from core bottom (cm) to","Animal group","Sample type","Contact person","Comment","Floe","Location","Ice core type","Ice core number","Distance from core bottom (cm) from","Distance from core bottom (cm) to","Ice thickness (cm)","Snow thickness (cm)","Freeboard (cm)","Total melted volume (ml)","Salinity","Filtered volume (ml)"
"N-ICE15","SAL-352","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",1,1,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-349","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",25,25,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-354","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",75,75,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-357","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",5,5,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-359","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",1,1,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-295","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",1,1,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-296","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",75,75,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-297","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",970,970,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-298","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",5,5,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-299","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",25,25,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-300","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",400,400,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-404","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",5,5,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-405","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",970,970,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-406","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",400,400,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-407","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",1,1,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-408","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",25,25,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-409","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",75,75,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-384","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",970,970,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-385","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",400,400,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-387","N-ICE","R/V Lance","On-ice CTD-039","039",82.8349,21.1070,"n.r.","19.03.2015 10:12","On-ice CTD",75,75,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","POC-104","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",100,100,"Water","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","POC-105","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",50,50,"Water","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","POC-106","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",25,25,"Water","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","PAB-090","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",100,100,"Water","Particulate absorption","Mats Granskog",,"Floe 2",,,,,,,,,,,500
"N-ICE15","PAB-091","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",50,50,"Water","Particulate absorption","Mats Granskog",,"Floe 2",,,,,,,,,,,500
"N-ICE15","PAB-092","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",25,25,"Water","Particulate absorption","Mats Granskog",,"Floe 2",,,,,,,,,,,500
"N-ICE15","HPL-077","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",100,100,"Water","HPLC pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","HPL-078","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",50,50,"Water","HPLC pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","HPL-079","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",25,25,"Water","HPLC pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","PHT-061","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",100,100,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","PHT-062","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",50,50,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","PHT-063","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",25,25,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-386","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",100,100,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-388","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",50,50,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-389","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",25,25,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOX-075","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",100,100,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOX-076","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",50,50,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOX-077","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",25,25,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-138","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",100,100,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-139","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",50,50,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-140","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",25,25,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","CHL-163","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",100,100,"Water","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,100
"N-ICE15","CHL-164","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",50,50,"Water","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","CHL-165","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",25,25,"Water","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","DOC-158","N-ICE","R/V Lance","D1",,83.9197,21.4099,"n.r.",12/03/2015 10:39,"Ice corer 9 cm",0.00,10.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample NICE 12 mar St D1 ice 1","Floe 2",,,,,,68,37,-3,,,
"N-ICE15","DOC-159","N-ICE","R/V Lance","Lance Bow",,83.0151,21.1909,"n.r.",11/03/2015 10:30,"Ice corer 9 cm",,,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample NICE 11 mar St M1 ice","Floe 2",,,,,,"no data","no data","no data",,,
"N-ICE15","DOC-160","N-ICE","R/V Lance","D4",,83.0151,21.1909,"n.r.",11/03/2015 10:30,"Ice corer 9 cm",0.00,3.00,"Snow","DOC/TDN","Philipp Assmy","Daiki sample NICE 11 mar St D4 snow","Floe 2",,,,,,"no data","no data","no data",,,
"N-ICE15","DOC-161","N-ICE","R/V Lance",,,83.0151,21.1909,"n.r.",11/03/2015 10:30,"NO-GEAR",,,"MilliQ","DOC/TDN","Philipp Assmy","MilliQ","Floe 2",,,,,,,,,,,
"N-ICE15","DOC-162","N-ICE","R/V Lance",,,83.0151,21.1909,"n.r.",11/03/2015 10:30,"NO-GEAR",,,"MilliQ","DOC/TDN","Philipp Assmy","MilliQ rinsed","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-194","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",100,100,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-195","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",100,100,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-196","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",100,100,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-197","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",50,50,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-198","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",50,50,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-199","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",50,50,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-200","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",25,25,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-201","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",25,25,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-202","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 12:54","On-ice CTD",25,25,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","POC-108","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",100,100,"Water","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","POC-109","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",50,50,"Water","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","POC-110","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",25,25,"Water","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","POC-111","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",15,15,"Water","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","POC-112","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",5,5,"Water","POC/PON","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","POC-113","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","NO-GEAR",,,"MilliQ","POC/PON","Philipp Assmy","MilliQ","Floe 2",,,,,,,,,,,1000
"N-ICE15","PAB-093","N-ICE","R/V Lance","On-ice CTD-040","040",82.5051,22.6153,"n.r.","19.03.2015 00:00","NO-GEAR",,,"MilliQ","Particulate absorption","Mats Granskog","MilliQ","Floe 2",,,,,,,,,,,500
"N-ICE15","PAB-094","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",100,100,"Water","Particulate absorption","Mats Granskog",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","PAB-095","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",50,50,"Water","Particulate absorption","Mats Granskog",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","PAB-096","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",25,25,"Water","Particulate absorption","Mats Granskog",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","PAB-097","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",15,15,"Water","Particulate absorption","Mats Granskog",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","PAB-098","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",5,5,"Water","Particulate absorption","Mats Granskog",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","HPL-080","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",100,100,"Water","HPLC pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","HPL-081","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",50,50,"Water","HPLC pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","HPL-082","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",25,25,"Water","HPLC pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","HPL-083","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",15,15,"Water","HPLC pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","HPL-084","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",5,5,"Water","HPLC pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","PHT-065","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",100,100,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","PHT-066","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",50,50,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","PHT-067","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",25,25,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","PHT-068","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",15,15,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","PHT-069","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",5,5,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOX-078","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",100,100,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOX-079","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",50,50,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOX-080","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",25,25,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOX-081","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",15,15,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOX-082","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",5,5,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","CHL-166","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",100,100,"Water","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","CHL-167","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",50,50,"Water","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","CHL-168","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",25,25,"Water","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","CHL-169","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",15,15,"Water","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","CHL-170","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",5,5,"Water","Pigments","Philipp Assmy",,"Floe 2",,,,,,,,,,,1000
"N-ICE15","DOC-163","N-ICE","R/V Lance","Lance Bow",,82.5257,21.1671,"n.r.",13/03/2015 10:00,"Ice corer 9 cm",0.00,0.00,"Frost flower","DOC/TDN","Philipp Assmy","Daiki sample 13 mar St M1 FF bottom 2","Floe 2",,,,,,15,1,"no data",,,
"N-ICE15","DOC-164","N-ICE","R/V Lance","D1",,83.9197,21.4099,"n.r.",12/03/2015 10:39,"Ice corer 9 cm",0.00,10.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample 12 mar St D1 ice 1","Floe 2",,,,,,68,37,-3,,,
"N-ICE15","DOC-165","N-ICE","R/V Lance","D1",,83.9197,21.4099,"n.r.",12/03/2015 10:39,"Ice corer 9 cm",20.00,30.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample 12 mar St D1 ice 3","Floe 2",,,,,,68,37,-3,,,
"N-ICE15","DOC-166","N-ICE","R/V Lance","D1",,83.9197,21.4099,"n.r.",12/03/2015 10:39,"Ice corer 9 cm",40.00,50.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample 12 mar St D1 ice 5","Floe 2",,,,,,68,37,-3,,,
"N-ICE15","DOC-167","N-ICE","R/V Lance","Lance Bow",,82.5257,21.1671,"n.r.",13/03/2015 10:00,"Ice corer 9 cm",0.00,0.00,"Frost flower","DOC/TDN","Philipp Assmy","Daiki sample 13 mar St M1 FF 1","Floe 2",,,,,,15,1,"no data",,,
"N-ICE15","DOC-168","N-ICE","R/V Lance","Lance Bow",,82.5257,21.1671,"n.r.",13/03/2015 10:00,"Ice corer 9 cm",0.00,7.50,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample 13 mar St M1 ice top half","Floe 2",,,,,,15,1,"no data",,,
"N-ICE15","DOC-169","N-ICE","R/V Lance","D1",,83.9197,21.4099,"n.r.",12/03/2015 10:39,"Ice corer 9 cm",50.00,60.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample 12 mar St D1 ice 6","Floe 2",,,,,,68,37,-3,,,
"N-ICE15","FCM-203","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",100,100,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-204","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",100,100,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-205","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",100,100,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-206","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",50,50,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-207","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",50,50,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-208","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",50,50,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-209","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",25,25,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-210","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",25,25,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-211","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",25,25,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-212","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",15,15,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-213","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",15,15,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-214","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",15,15,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-215","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",5,5,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-216","N-ICE","R/V Lance","Ship CTD-011","011",81.7000,19.7167,3000,"20.03.2015 20:30","Ship CTD",5,5,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy",,"Floe 2",,,,,,,,,,,
